ItemNumber,UPC,GTIN,Category,Brand,Name,Varietal,BlendDetails,Vintage,WineType,BarrelAged,Age,Proof,Style,Country,SubRegion,BottleSize,BottleUOM,Closure,BottleMaterial,BottleHeight,BottleWidth,BottleDepth,BottleWeight,BottlesPerCase,VolumeCaseLiters,CaseWidth,CaseDepth,CaseHeight,CaseWeight,CaseCube,Ti,Hi,CasesPerPallet,CasesProduced,Vinification,Kosher,Mevushal,KosherCertifyingAgency,GlutenFree,Vegan,TastingNote,FoodPairing,WinemakersDistillers,ProductionProcess,SoilType,Topography,AgingProcess,ABVProof,pH,Acidity,ResidualSugarGL,Brix,Awards,Reviews,Rating
23766,123123,,Imports Under,Capcanes,PERAJ HAABIB CAPCANES 9LIT,,35% Carinyena/35% Grenache noir/30% Cabernet Sauvignon,2019,Red,No,,,Dry,Spain,,9,L,Natural Cork,Glass,21.85,7.04,7.04,34.83,1,9,2,2,2,35,0,0,0,60,,,Kosher For Passover,No,OU; Rabbi Katz of Charedim Israel,No,No,,,,0,,,,14.50,,,,0,,,
26930,087752013380,10087752013387,Imports Under,Terra Di Seta,CHIANTI CLASSICO TERRA DI SETA,,Sangiovese/Cabernet Sauvignon,2019,Red,No,,,Dry,Italy,Chianti,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.5,12,12.8,32.1,0.84,0,0,56,,,Kosher For Passover,No,OK,No,No,"This medium-bodied wine is a lively ruby red, with smoothness, elegance and style and a rich and fruity bouquet of cherries, wild berries and violet.",,,0,,,,15.00,,,,0,,,
27352,087752025543,10087752025540,Imports Over,Joyvin,JOYVIN LAMBRUSCO WHITE 750 ML,,,,White,No,,,Semi Sweet,Italy,,750,ML,,Glass,0,0,0,0,12,9,9.4,12.5,13.6,34.65,0.92,14,5,66,,,Kosher For Passover,Yes,OU; Rav Rottenberg,No,No,,,,0,,,,8.00,,,,0,,,
30320,087752019702,10087752019709,Imports Under,Teperberg,CHARDONNAY ESSENCE TEPERBERG 750 ML,Chardonnay,,2020,White,No,,,Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,6,4.5,11.1,12,8.2,19.8,0.63,11,8,96,1200,"Destemmed, pressed, cold settled, racked, alcoholic fermentation in oak barrels, sur lie aged with battonage.",Kosher For Passover,No,OU; Badatz Eidah Chareidit; Machfud,No,No,"A full-bodied, barrel-aged Chardonnay with a creamy buttery profile and notes of ripe apples, almonds a dn lemon curd.",Grilled fish or rich chicken dishes.,"Shiki Rauchberger, Olivier Fratty, Dani Friedenberg",0,Grumusol,"Plateau, Mediterranean climate ",9 months French oak barrels ,13.50,3.52,6.3,dry,0,,,
30390,087752020586,10087752020583,Imports Under,Teperberg,INSPIRE MERITAGE TEPERBERG 750 ML,,Cabernet Sauvignon/Merlot/Cabernet Franc/Petit Verdot,2019,Red,No,,,Dry,Israel,Shomron,750,ML,Diam,Glass,0,0,0,0,12,9,10.9,14.2,11.6,38.45,1.04,11,5,55,720,"Destemmed, crushed, alcoholic fermentation in stainless steel tank at 28â„ƒ for seven days, pressed at dryness, MLF in stainless steel tank, barrel aged, blended. ",Kosher For Passover,Yes,OU; Badatz Eidah Chareidit; Machfud,No,No,"Nice purple colour. Fresh raspberry/cherry flavours, a touch of vanilla/spices make for a very charming aroma. Round/soft mouth feel, followed by a medium bodied, velvety tannins/a long fruity finish.",Lamb dishes or meat lasagna.,"Shiki Rauchberger, Olivier Fratty, Dani Friedenberg",0,Grumusol & Terra Rosa,"Plateau hills, mountainous, cooler Mediterranean climate ",8 months in new/used French oak barrels,13.50,3.75,5.8,dry,0,,,
30420,087752019689,10087752019686,Imports Under,Teperberg,CHARDONNAY IMPRESSION TEPERBERG 750ML,Chardonnay,,2019,White,No,,,Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,12,9,9.7,12.6,11.4,33.65,0.81,14,5,70,2700,"Pressed, cold settled, racked, yeast pitched, fermentation at 14â„ƒ under controlled temperatures, racked at dryness to French oak barrels.",Kosher For Passover,Yes,OU; Badatz Eidah Chareidit; Machfud,No,No,"A creamy Chardonnay with notes of ripe apple, sour cream and lemon rind as well as toasted nuts on the finish.",Fried fish or chicken dishes.,"Shiki Rauchberger, Olivier Fratty, Dani Friedenberg",0,Rendzina & Grumusol,"Hill slope,  Mediterranean climate ",5 months in French oak barrels,13.00,3.5,6,dry,0,,,
30860,087752012635,0110087752012632,Imports Under,Tzuba,Tzuba Estate Winery Metzuda Red Blend 750ml,,Cabernet Sauvignon/Merlot/Cabernet Franc,2017,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,0,0,0,0,12,9,9.6,12.8,12.8,41.05,0.91,14,5,70,,,Kosher For Passover,No,OK,No,No,"Dark ruby colour, medium-bodied, with notes of wild berry, spices, herbs and sweet cedar.",,,0,,,,14.50,,,,0,,,
31690,087752016909,10087752016906,Imports Under,Barkan,MALBEC CLASSIC BARKAN 750 ML,Malbec,,2019,Red,No,,,Dry,Israel,Dan,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.1,12.4,12.8,36.4,0.84,16,5,80,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer(Petach Tikvah); Rabbi Berger,No,No,"Rich plum and black fruit notes, full-bodied with hints of toasty oak, vanilla and coffee.",,,0,,,,13.50,,,,0,,,
32310,087752018316,10087752018313,Imports Under,Barkan,CABERNET SAUV SUPERIEUR BARKAN 750 ML,Cabernet Sauvignon,,2017,Red,No,,,Dry,Israel,,750,ML,Natural Cork,Glass,0,0,0,0,6,4.5,11.2,14,7.8,29,0.71,10,7,50,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer(Petach Tikvah); Rabbi Berger,No,No,,,,0,,,,13.80,,,,0,,,
32975,087752021767,10087752021764,Imports Under,Jezreel,ADUMIM JEZREEL 750 ML,,Carignan/Syrah/Argaman,2018,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,10.2,13.3,11.9,32.95,0.93,14,5,70,313,"The grapes were handpicked into small containers without compression and sorted carefully. The wine then went through a delicate soaking process to extract aroma and color, was gently pressed and transferred into a cold, mild fermentation. Each varietal was aged separately for 18 months. After mixing the different varietals, the wine rested in barrels for two additional months until it was bottled.",Kosher For Passover,No,OK; Babad,No,No,"Dark garnet towards puple with notes of ripe black fruit, alllspice and vanilla on the nose. Medium to full-bodied with lots of black fruit flavors, cracked pepper and mocha on the finish.","Grill, pasta, and cheese.",Yehuda Nahar,0,,Mediterranean climate,French oak 18 months,14.00,,14.1,,0,,,
32990,087752021729,0110087752021726,Imports Under,Jezreel,ARGAMAN JEZREEL 750 ML,Argaman,,2018,Red,No,,,Dry,Israel,Kerem Nili Vineyard,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.5,14.5,12.1,38.75,0.96,14,5,55,349,"This true Israeli Red wine is made from the Argaman varietal, an original Israeli grape. It comes from a single vineyard in the coastal area. The grapes were handpicked and aged for 18 months in 300L French oak barrels (70% used oak, 30% new).",Kosher For Passover,No,OK; Babad,No,No,"Almost impenetrable purple black in color, the nose and full-bodied palate reveal notes of extracted ripe black fruit, charred meat, mediterranean spices and bitterwsweet chocolate with medium acidity and chewy tannins on the finish.","Lamb, light beef meals, vegetable and Mediterranean dishes.",Yehuda Nahar,0,,Mediterranean climate,French oak 22 months,14.20,,0.13900000000000001,,0,,,
34370,087752013960,10087752013967,Imports Under,Binyamina,SHIRAZ RSV BINYAMINA 750 ML,Shiraz,,2018,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,12.8,18.9,7.5,41.2,1.05,0,0,56,,,Kosher For Passover,Yes,OU; Chug Chasam Sofer (Bnei Brak),No,No,Red fruit aroma with hints of forest berries against an elegant backdrop of oak and a whiff of vanilla.,,,0,,,,13.50,,,,0,,,
34464,087752013885,10087752013882,Imports Under,Binyamina,THE CHOSEN DIAMOND BINYAMINA 750 ML,,58% Cabernet Sauvignon/16% Syrah/14% Merlot/and 12% Petit Verdot,2017,Red,No,,,Dry,Israel,,750,ML,Natural Cork,Glass,0,0,0,0,6,4.5,12.9,13.1,7.8,22.9,0.76,0,0,54,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,,0,,,,14.00,,,,0,,,
34526,087752014097,10087752014094,Imports Under,Binyamina,CHARDONNAY/SAUVIGNON YOGEV 750 ML,,Chardonnay/Sauvignon Blanc,2020,White,No,,,Dry,Israel,,750,ML,Natural Cork,Glass,0,0,0,0,12,9,10.25,13.25,12.25,38,0.96,0,0,70,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Light fish, chicken or enjoyed with fruit or salads on a nice summer day.",,,0,,,,13.00,,,,0,,,
34560,087752014042,10087752014049,Imports Under,Binyamina,CABERNET/MERLOT YOGEV 750 ML,,Cabernet Sauvignon/Merlot,2019,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.7,12.8,12.1,36.6,0.87,0,0,70,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Red fruit, slightly seasoned with a pinch of green scents. A medium bodied, richly flavored wine",,,0,,,,13.00,,,,0,,,
34620,087752014554,10087752014551,Imports Under,The Cave,CAVE OLD VINES 750 ML,Cabernet Sauvignon,,2017,Red,No,,,Dry,Israel,Galilee,750,ML,,Glass,13.5,4,4,0,6,4.5,9.5,14,14,32.55,1.08,0,0,52,,,Kosher For Passover,Yes,OU; Chug Chasam Sofer (Bnei Brak),No,No,concentrated and multi-layered aromas rich in black fruit and spices and scents of toasted oak with traces of coffee and chocolate. The flavor is complex and balanced with generous ripe tannins and a long and elegant finish.,,,0,,,,12.50,,,,0,,,
34621,08752014592,,Imports Under,The Cave,The Cave Old Vines 1.5L,Cabernet Sauvignon,,2007,Red,No,,,Dry,Israel,,1.50,L,,Glass,0,0,0,0,6,9,37.5,42.5,27,35.99,24.9,0,0,50,,,Kosher For Passover,Yes,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,,0,,,,12.50,,,,0,,,
35020,087752003633,10087752003630,Imports Under,Gamla,CHARDONNAY GAMLA 750 ML,Chardonnay,,2019,White,No,,,Dry,Israel,Galilee,750,ML,,Glass,0,0,0,0,12,9,10,12.8,11.9,31.85,0.88,14,6,70,,,Kosher For Passover,No,OK; Rabbi Babad,No,No,"Lively and fresh, with apple and citrus flavors and smooth finish.",,,0,,,,14.00,,,,0,,,
35113,087752019955,10087752019952,Imports Under,Shiloh,CABERNET SAUV SECRET RESERVE SHILOH 3LIT,Cabernet Sauvignon,,2014,Red,No,,,Dry,Israel,,3,L,Cork,Glass,0,0,0,0,1,3,5.7,18.7,5.7,12.35,0.35,14,4,60,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer (Bnei Brak),No,No,,,Amichai Lourie,0,,,18 months in French oak barrels,14.00,3.52,6.1,3,0,,,
35164,1234578,,Imports Under,Shiloh,MOSAIC SHILOH N/M 750 ML,,,2014,,No,,,,,,750,ML,,,0,0,0,0,6,4.5,9.6,12.7,13.5,40.4,0.95,0,0,75,,,,No,,No,No,,,,,,,,14.80,,,,,,,
35166,087752014462,10087752014469,Imports Under,Shiloh,LEGEND FIDDLER SHILOH 750 ML,,Petite Syrah/Petit Verdot/Shiraz,2018,Red,No,,,Dry,Israel,Judean Hills,750,ML,Cork,Glass,11.61,3.03,3.03,2.95,12,9,10.03,11.81,13.18,35.7,1.02,0,0,70,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer (Bnei Brak),No,No,"Shiloh Legend is a deep red, dark/opaque color, black fruit aromas/a complex bouquet of cocoa, leather/mint with soft tones of spices. It has a full body, followed by a balanced/prolonged finish. Aging will further enhance its quality.",,Amichai Lourie,0,,,,15.00,3.58,5.98,4,0,,,
35212,087752019177,10087752019174,Imports Under,Psagot,CABERNET SAUV SINGLE VINEYARD MEVUSHAL PSAGOT 750 ML,Cabernet Sauvignon,,2016,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,0,0,0,0,12,9,9.7,12.6,11.7,33.45,0.83,14,5,70,,,Kosher For Passover,No,OU; Badatz Edah HaChareidis,No,No,A beautiful fruit profile and has rich concentrated aromas of black cherry and black currants which are complimented by a touch of earth and minerals unique to this vineyard,,,0,,,,14.90,,,,0,,,
35435,087752020685,10087752020682,Imports Under,1848,MERLOT RESERVE 1848,Merlot,,2014,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,11.75,0,0,3,6,4.5,9.9,12.4,7,18.65,0.5,15,6,90,,"Crushing, fermentation in stainless steel tanks under controlled temperature. Pressed at dryness, racked to barrels after malolactic fermentation was completed. ",Kosher For Passover,Yes,OU; Badatz Eida Chareidis; Bet Yosef,No,No,"Lots of character, soft, with plum, raspberries, spice and licorice flavors on the palate.",Serve at room temperature and enjoy with slow cooked meat stew.,I. Assouline,0,Volcanic with basalt stones.,Galilee area in Israel enjoys a semi continental and dry climate. ,24 months in barrel and 12 months in bottle before release,14.50,3.74,5.2,2.7,0,,,
36090,081452801155,10081452801152,Imports Under,Carmel Wines,WHITE RIESLING SV CARMEL 750 ML,Riesling,,2019,White,No,,,Dry,Israel,Galilee,750,ML,Diam,Glass,12.8,2.8,2.8,2.7,6,4.5,5.9,8.9,13.3,16.8,0.4,30,4,120,,"Crushing, pressing, cold settling, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Fragrant, delicate nose of citrus blossom, green apple and lime.",,Iftah Perets,0,,,Bottle aged,13.00,3.12,6,DRY,0,,,
36092,081452800752,10081452800759,Imports Under,Carmel Wines,Carmel Winery Single Vinyard Late Harvest Gewurztraminer 375ml,Gewürztraminer,,2019,White,No,,,Dry,Israel,Galilee,375,ML,,Glass,11.8,2.3,2.3,0,12,4.5,7.75,10.25,12.25,21,0.56,0,0,150,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Medium-bodied, generous sweetness, good balancing acidity, with apricot, cinnamon, rose petal flavors. Rich and elegant with a long silky finish.",,,0,,,,9.50,,,,0,,,
36220,081452801117,10081452801114,Imports Under,Carmel Wines,CHARDONNAY P C 750 ML,,,2020,,No,,,,,,750,ML,,,0,0,0,0,12,9,13,10,12,37,0.9,0,0,70,,,,No,,No,No,,,,,,,,13.00,,,,,,,
36320,7290016717488,10081452801213,Imports Under,Carmel Wines,CHARDONNAY SV CARMEL 750 ML,,,2014,,No,,,,,,750,ML,,,0,0,0,0,6,4.5,6.7,9.9,11.9,16.4,0.46,20,4,80,,,,No,,No,No,,,,,,,,13.00,,,,,,,
36530,851561007034,10851561007031,Imports Under,Carmel Wines,MERLOT SELECTED 750 ML,Merlot,,2019,Red,No,,,Dry,Israel,Shomron,750,ML,Natural Cork,Glass,0,0,0,0,12,9,8.9,11.6,12.5,34.8,0.75,0,0,80,,"Crushing, fermentation under controlled temperature, pressing, MLF in cement tanks, ageing in cement tanks.",Kosher For Passover,Yes,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Deep cherry red and medium-bodied with notes of ripe fresh berry fruit, spices and coffee on the finish.",,Iftah Perets,0,,,Bottle aged,13.00,3.83,5,DRY,0,,,
36850,087752019047,10087752019044,Imports Under,Matar,PETIT VERDOT MATAR 750 ML,Petit Verdot,,2017,Red,No,,,Dry,Israel,,750,ML,Natural Cork,Glass,0,0,0,0,12,9,12.6,18.6,7,41.05,0.95,7,8,70,500,"Crush, fermentation under controlled temperature  in stainless steel tanks, press, rack, aging in barrels.",Kosher For Passover,No,OK,No,No,,,Tal Pelter,0,Volcanic and tera rosa soil,"Meaditrian climate, high altitud, cold nights, cold winter, dry summer with cool nights.",18 months french oak,15.00,3.5,,,0,,,
37060,081452801070,10081452801077,Imports Under,Carmel Wines,CARMEL MEDITERRANEAN 750ML,,Carignan/Syrah/Petit Verdot/Mourvedre/Petite Sirah/Malbec,2018,Red,No,,,Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,6,4.5,12.1,12.6,7.7,22.8,0.68,9,7,63,,"Crushing,  fermentation under controlled temperature, pressing, MLF in stainless steel and oak barrels, ageing in oak barrels.",Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,Elegant with an aroma of black cherries. leather and truffles.,,Iftah Perets,0,,,Bottle aged,13.50,3.6,6,DRY,0,,,
37105,081452800806,10081452800803,Imports Under,Carmel Wines,CARMEL LTD EDITION 750 ML,,Cabernet Sauvignon/Petit Verdot/Malbec/Cabernet Franc,2018,Red,No,,,Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,6,4.5,9.9,14.2,6.5,19.65,0.53,12,6,72,,"Crushing,  fermentation under controlled temperature, pressing, MLF in stainless steel and oak barrels, ageing in oak barrels.",Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Elegant with an aroma of blackcurrant, cassis, exotic spices with a hint of eucalyptus.",,Iftah Perets,0,,,Bottle aged,14.50,3.65,6,DRY,0,,,
37566,087752017821,10087752017828,Imports Under,Or Haganuz,FRENCH BLEND M 1.5 LIT,,Cabernet Sauvignon/Merlot/Cabernet Sauvignon/Petit Verdot,2017,Red,No,,,Dry,Israel,,1.50,L,Natural Cork,Glass,0,0,0,0,1,1.5,4.4,16.3,4.3,6.5,0.18,0,0,100,150,"Selective hand picking harvest, berrys sorting, crushing, controlled temperature fermentation, remontage, pressing, flotation, ageing in french oak barrel.",Kosher For Passover,Yes,OU; Badatz Jerusalem,No,No,,"A wine suitable for all types of foods, especially rich, savory meat dishes.",Aharon Ziv,0,"Mostly basalt, with slight terra rossa.","The growing season preceding the 2016 harvest began in the rainy winter, after which the vines awoke to wet ground and excellent conditions for growth. Spring began earlier than the average in most seasons and as a result, ripening was preceded by most of the plots. Throughout the season the weather was mild and without extreme events.",French oak barrels 20 months,14.00,3.8,4.5999999999999996,1.3,0,,,
37573,087752019511,10087752019518,Imports Under,Or Haganuz,HAR MERON 3LIT,,Cabernet Sauvignon/Merlot,2018,Red,No,,,Semi Sweet,Israel,,3,L,,Glass,0,0,0,0,1,3,5.7,18.7,5.8,13.05,0.36,16,5,64,,,Kosher For Passover,No,OU; Badatz Jerusalem,No,No,,,,0,,,,15.00,,,,0,,,
37690,087752016503,10087752016500,Imports Under,Or Haganuz,MAROM CABERNET FRANC 750 ML,Cabernet Franc,,2018,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.5,13,12.8,40.5,0.91,15,5,75,600,"Selective hand picking harvest, crushing, controlled temperature fermentation, remontage, pressing, flotation, ageing in french oak barrel.",Kosher For Passover,No,OU; Badatz Jerusalem,No,No,"Nice bell pepper and berry aromas. Medium bodied with good balance between acidity and tannins. Elegant, long finish.",Suitable for most types of food. ,Aharon Ziv,0,Terra Rossa,"The growing season preceding the 2016 harvest began in the rainy winter, after which the vines awoke to wet ground and excellent conditions for growth. Spring began earlier than the average in most seasons and as a result, ripening was preceded by most of the plots. Throughout the season the weather was mild and without extreme events.",French oak barrels 14 months,14.00,3.82,4.88,2.6,0,,,
38051,087752018460,10087752018467,Imports Under,Tabor,Tulip Winery Cabernet Reserve Cabernet Sauvignon 1.5L,Cabernet Sauvignon,,2017,Red,No,,,Dry,Israel,,1.50,L,,Glass,0,0,0,0,1,1.5,1,1,1,1,0,0,0,100,,,Kosher For Passover,No,OK; Badatz Beis Yosef; Rav Westheim; Kahal Chareidim,No,No,,,,0,,,,14.25,,,,0,,,
38070,087752020999,10087752020996,Imports Under,Tabor,TABOR SPECIAL EDITION 750 ML,,,2016,Red,No,,,Dry,Israel,Upper Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.3,12.5,12,37.25,0.81,15,4,60,600,"Ferment on skins 14 days. 100% ML Ferm. In barrels. 18 months oak aged. Blend created after barrel racking.
",Kosher For Passover,No,OK; Badatz Beis Yosef; Rav Westheim; Kahal Chareidim,No,No,"Deep, almost impenetrable garnet towards purple. Full-bodied, extracted and rich with notes of red and black forest fruit, herbs, cedar wood and powdery tannins with notes of coffee on the finish.","Hard cheese, red meat, smoked meat.",Arie Nesher and Or Nidbach,0,Eocene limestone,762 m,18 new french oak,14.00,3.61,5.35,4,0,,,
38601,087752023501,10087552023508,Imports Under,Stoudemire,Stoudemire Private Collection Jerusalem 750ml,,Cabernet Sauvignon/Merlot/Cabernet Franc/Petit Verdot,2014,Red,No,,,Dry,Israel,Kfar Tikva,750,ML,,Glass,0,0,0,0,12,9,11.8,13.8,13.5,53.4,1.27,10,5,50,,,Kosher For Passover,No,OK; Tarkitov; Beit Yosef,No,No,"This is a prestigious, complex and full bodied wine with aromas of black fruits, tobacco, toasted wood, and a long smooth finish. The wine is aged for 28 months in the most unique, premium French oak barrels resulting in a complex and well-structured wine.",,,0,,,,14.00,,,,0,,,
38615,087752015834,0100877520158319,Imports Under,Tulip,TULIP CABERNET SAUVIGNON  RESERVE 750 ML,Cabernet Sauvignon,,2018,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.7,11.9,12.9,35.15,0.86,11,5,75,500,"Crushing, fermentation under controlled temperature, ageing in Barrels for 16 months.",Kosher For Passover,No,OK; Rabbi Babad; Beit Yosef,No,No,"This wine is a unique blend of Cabernet from five different ""terroirs"", which produce an elegant wine, with aromas of cherry, cassis and black fruit with a dash of vanilla, black pepper and toasted wood. The wine has a full round flavor with soft tannins and a long, pleasurable finish.",meet and long koocked dishes,David Bar-ilan,0,Terra Rosa and volcanic,"Mediteranian climate, cool winter, hot summer, dry warm autumn",barrel aged,14.50,3.7,4.9000000000000004,2.1,0,,,
38675,7290010587827,0110087752015824,Imports Under,Tulip,TULIP SYRAH RESERVE 750 ML,Syrah,,2019,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,11.1,14.9,11.8,38.8,1.13,10,5,50,1000,"Crushing, fermentation under controlled temperature, ageing in Barrels for 16 months.",Kosher For Passover,No,OK; Rabbi Babad; Beit Yosef,No,No,"A deep, dense color that is characteristic to this variety, with prominent black fruit, flowers and eucalyptus aromas. It is heavy bodied, full and round, and it has a long, pleasant finish.","Kabab, Roast lamb",David Bar-ilan,0,Terra Rosa and volcanic,"Mediteranian climate, cool winter, hot summer, dry warm autumn",barrel aged,15.50,3.7,4.5999999999999996,2.2999999999999998,0,,,
39065,081452800868,10081452800865,Imports Under,Yatir,FOREST YATIR 750 ML,,Cabernet Sauvignon/Petit Verdot/Tannat,2019,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,7.5,13,13,21.5,6,4.5,12.8,13.1,7.5,22.3,0.73,9,7,63,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Dark purple in color, the nose is loaded with ripe black fruit, roasted herbs/toasted oak with a hint of freshly brewed coffee. Very full-bodied with multiple layers of extracted ripe black fruit with balancing acidity/mouth-draping tannins on the long finish.",,Eran Goldeasser,0,Rendzina & Loess,High mountain with impact from the desert edge.  Cold winter with low annual rainfall. Moderate-hot summer days/cool nights. ,,15.00,,,,0,,,
39917,39917,10087752018481,Imports Under,Flam,Flam Cabernet Sauvignon Reserve 3L,Cabernet Sauvignon,,2019,Red,No,,,Dry,Israel,,3,L,,Glass,0,0,0,0,1,3,1,1,1,11.9,0,0,0,1,,,Kosher For Passover,No,OK; Rabbi Babad,No,No,,,,0,,,,14.50,,,,0,,,
39915,087752015667,10087752015664,Imports Under,Flam,CABERNET SAUVIGNON RESERVE FLAM 750 ML,Cabernet Sauvignon,,2019,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,12,9,12.8,20.6,6.9,42.25,1.05,7,8,56,,,Kosher For Passover,No,OK; Rabbi Babad,No,No,"Soft ripe fruit on the nose complimented by elegant oak spice and a hint of minerality. The palate is generous and balanced with ripe fruit, soft spice and a good tannic structure. The Finish is mineral, complex and long.",,,0,,,,14.50,,,,0,,,
39975,087752015513,10087752015510,Imports Under,Flam,SYRAH RESERVE FLAM 750 ML,Syrah,,2018,Red,No,,,Dry,Israel,Galilee,750,ML,,Glass,0,0,0,0,12,9,12.4,23.3,7.9,40.7,1.32,0,0,42,,,Kosher For Passover,No,OK; Rabbi Babad,No,No,"Deep Royal Purple, full-bodied and concentrated with blacknerries, black cherries, red plums and wild berries, those supported by notes of spring flowers.",,,0,,,,14.50,,,,0,,,
39993,39993,10087752018344,Imports Under,Flam,NOBLE FLAM 3LIT,,Cabernet Sauvignon/Petit Verdot/Merlot/Cabernet Franc,2016,Red,No,,,Dry,Israel,,3,L,,Glass,0,0,0,0,1,3,1,1,1,12,0,0,0,80,,,Kosher For Passover,No,OK; Rabbi Babad,No,No,,,,0,,,,14.30,,,,0,,,
40117,087752022641,10087752022648,Imports Under,French Selections,BARON ROTHSCHILD 375 ML,,Merlot/Cabernet Sauvignon,2016,Red,No,,,Dry,France,Haut Medoc,375,ML,,Glass,0,0,0,0,12,4.5,9.5,15.2,5.6,19.2,0.47,0,0,100,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,,,,0,,,,13.50,,,,0,,,
40280,087752023037,10087752023034,Imports Under,French Selections,CHATEAU GAZIN ROCQUENCOURT 750 ML,,,2017,Red,No,,,Dry,France,Bordeaux,750,ML,,Glass,0,0,0,0,12,9,13,19.75,7.25,40.4,1.08,0,0,49,,,Kosher For Passover,No,OU; Rabbi Seckbach,No,No,"Notes of black cherries, forest berries, tobacco, pencil shavings, loamy dirt, medium acidity, with slightly chewy yet not abundant tannins, quite austere with a medium long finish.",,,0,,,,13.00,,,,0,,,
40330,087752007549,10087752007546,Imports Under,French Selections,CHATEAU LE PETIT CHABAN 750 ML,,Cabernet Sauvignon/Merlot,2020,Red,No,,,Dry,France,,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.1,12.4,12.5,35.5,0.82,0,0,70,2000,"Crushing, pressing, flotation, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,"Dry, with fruity aroma and taste, and a medium finish.","Red Meats, chicken, and veal.",,0,,,,13.00,,,,0,,,
40480,087752012369,10087752012366,Imports Under,French Selections,CHATEAU LA CLARE MEDOC 750 ML,,,2016,Red,No,,,Dry,France,Bordeaux,750,ML,,Glass,0,0,0,0,12,9,12.1,18.7,6.5,35.6,0.85,0,0,56,,,Kosher For Passover,Yes,OU; Rabbinate of Paris,No,No,"Intense dark cherry aroma, with opulent berry, spice and oak flavors.",,,0,,,,12.50,,,,0,,,
40843,087752021408,10087752021405,Imports Under,French Selections,CHATEAU DE PARSAC 375ML,,,2017,Red,No,,,Dry,France,,375,ML,,Glass,5.5,9.6,15.25,19,12,4.5,9.5,15.5,5.6,19.3,0.48,0,0,100,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,,,,0,,,,13.00,,,,0,,,
40706,087752023723,10087752012137,Imports Under,French Selections,CHATEAU PIADA SAUTERNE 750 ML,,,2018,Red,No,,,Dry,France,Sauternes,750,ML,,Glass,0,0,0,0,12,9,12.7,19.5,7,40.2,1,7,8,56,,,Kosher For Passover,No,OU; Rabbi Seckbach,No,No,"Shiny gold in color, with on the nose candied orange, pineapple, honeysuckle and vanilla aromas as well as dried apricots. Medium to full-bodied, with an elegant viscosity. On the palate, dried apricots, pineapple, mango, tangerines, with medium-plus acidity and notes of cantaloupe and vanilla bourbon on the long, luscious finish.",,,0,,,,14.50,,,,0,,,
